-74.35640151582055,-74.35640151582055,-74.35640151582055,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214
-173.39547166719422,-135.051962978694,-135.051962978694,25.318825953465634,25.318825953465634,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214,178.89484626813214
-756.0228678867019,-686.0782674881965,-896.6913827843231,6.847328422288934,-197.63322276315148,-725.6630001847669,-1053.0165715528142,21.59776442308919,-214.98578554328014,-727.2596647721502,-367.13322488873183,-126.35012094363796,-739.5235615299359,-1332.1277775159992,-294.0965992439691,-305.23888383530164,-577.330601181604,-519.279113616414,-955.8768129794943,-450.3326776994735,-277.782629434095,-646.1894439244544,-292.4389803837783,-610.8654720109371,-78.38047998565867,-586.6114130377052,-522.6256882017061,10.954226064314883,-909.6350243394014,-746.9228542607074
-296.74393835100847,-516.1180538351706,-526.3533101479538,178.89484626813214,-120.62030996384135,-175.20250511645347,-605.0830786405595,-911.3655725796556,-130.0624132373799,-759.5500738614141,-139.4175008354491,-822.6741665315025,-441.4914765554571,-866.472774132301,-670.6407079556699,-612.4033939561623,-678.5916570957356,-603.589410967135,-143.1777503576959,-193.4463314758978,-457.69759523116153,-440.83228950706007,-1355.275915071959,-906.9708756204631,-580.5231580460588,-1088.3487962575327,-702.6163381666044,-1343.123286836094,-1034.5329484459648,-446.10518513261485
-74.35640151582055,-1359.2340620495575,-364.3856126743468,-816.1281990348107,-783.1095236552009,65.2149903255584,10.846899672503818,-435.3545261276099,-471.5722076376984,-609.8417935693903,-292.49588108503616,-403.2276192439408,-86.30705354031156,-703.8938340588327,-1270.2584735833593,-458.27595724463396,-746.0779371045638,-460.5056798491575,-286.1208332047971,-318.72343424939373,-315.00419926055184,-271.6169578875496,-608.1564196112881,-603.2761921870778,-270.50785105729904,-901.6316401897193,-408.1733604706071,-50.389371165747036,-450.49746992664564,-599.3556732504167
-212.97337905244584,-739.0686653002726,-287.9411978154673,-839.0837830163129,-286.91949961908176,-895.8602213603928,-902.1482549906851,-596.3503647931095,-371.24170904546946,-378.5496240724083,-161.14145902106515,-467.30708168826834,-423.0705245451496,-596.2921270133523,-583.1798059058442,-443.95490222719457,-576.3777382721696,-603.2525525636077,-882.1119560055392,-456.9213448766632,-904.7287753040613,-839.2203846820628,-137.33112870398375,-94.91285364277853,-438.8433013806459,-724.1485912300643,-898.8040697365891,-728.4410060310443,-460.1131389277593,-626.5042513496157
-277.9949117393096,-202.5422930590606,-89.20856599531712,-436.0140249454203,-459.5581261051103,-587.7095859531902,-317.6464836317307,-602.5950401140859,-412.3854694829384,-321.8611596052681,-456.3146514818999,-241.88851767353074,-368.8198848737115,-717.0804945994278,-745.4155944191104,-575.8840754848424,-971.8713734887779,-971.7147534584572,-889.2288518247134,-140.99909731715783,163.9905980706939,-690.6770481845531,-893.9746093245833,-522.2147987690469,-679.0647371686125,-1060.6108680094683,-931.1056749430107,-1276.715839687098,-898.112265977111,-695.1560874747288
-528.502543424543,-583.7440261809002,-512.8772809137326,-211.24915761249287,-451.36507507683285,-211.30260996171603,-584.8431645139136,-151.8122289266463,-863.133645261325,-863.4418827433747,-675.5734492793221,-587.5607478472983,-532.9048255348664,-420.9976271556145,-591.827244059071,3.8557934706610726,-726.0947229610549,-681.1495440497985,-444.2489287911938,-600.7894011204876,-824.2437086870219,-566.5852582335441,-438.7764194197976,-444.07279668746855,-603.9424516200767,-1206.468528094337,-904.0622979485264,-850.6948465624149,-679.8773275257424,12.069454048608609
-891.4631614024412,-456.3140374578695,-299.8285372957183,-593.6607109947198,-311.06879466220386,-137.14350642265964,-427.89866536352326,-306.01873411275824,-626.0167512592574,-235.55651149273496,-813.6143439039953,-416.68883627484917,-548.5492202585391,-889.3928883288771,-55.0858695690143,-169.96927414457798,-685.3194384398647,-393.931747824719,-452.7959062401234,-827.5809212399645,-892.6964806369818,-737.2107624078775,-209.64744547918545,-358.9504164662586,-580.3684347010483,-163.85106657775344,-636.3939944533404,-1179.8986218567545,-523.2361053288435,-589.9851259706809
-128.25719436120087,-434.10104434145484,-140.76776360361237,-362.2732637753477,-999.083019847965,-316.95360059775425,-161.17791641225114,-471.9993917220296,-542.927024847642,-675.6820445189059,-423.8609145636062,-531.6326182382929,-596.341242829172,-587.4631763232544,-438.4849045185719,-160.25125963384585,-224.66359213127242,-919.8024939190296,-594.7575428468289,-751.4758719678418,-440.7196030396923,-295.55398766030606,-582.2500702306503,-549.5273491915524,-1500.8977859580148,-456.9532277275621,-660.0309591547382,-440.32097631815975,-211.20687621276426,-448.9304768585977
-456.7225979362282,-620.357197775568,-390.36856676994205,-1488.1814849529662,-69.14932484395267,-677.8799657441738,-841.8011748549469,-607.2145946684274,-907.5855384861347,-208.01116033163632,-208.63223437208882,-442.25731183184206,-520.3370658465162,-119.73790279438425,-532.4987050391917,-660.0424173529598,-364.3205363810256,-769.6411127819295,-774.7363363438305,-505.5404247318489,-385.01071173481967,-668.6993729223384,-608.2620681125215,-444.4258742258953,-384.80841636786704,-577.5835511264113,-716.4470470966696,-212.81009178047964,-290.4030473472136,-826.1026327395754
-1104.087253803591,-898.0721755647081,-738.3087219396956,-778.2375080966817,-722.6426021136128,-418.61913193463664,-465.3313774521125,-882.6277958976888,-530.3373651590209,-1274.405160459356,-571.6240403277504,-1367.4079378070337,-755.7265799206959,-434.56519952205,-891.9574039320358,-603.8865737067181,-916.6926108140548,-578.0534723035624,-586.5755898167424,-131.62441772285422,-603.5041848497403,-390.00258398012966,-62.18190242272394,-428.042321794244,-361.02875534607733,-681.4734732893431,-732.1351409272501,-744.1084657095245,-225.0547973127579,-373.3523244486544
